businessentityid,title,firstname,middlename,lastname,persontype,namestyle,suffix,modifieddate,rowguid,emailpromotion
9387,,Brad,S,Yuan,IN,f,,2013-11-05 00:00:00,2f7bbc28-a762-4a32-9e57-1ab923188ff1,0
9388,,Brad,,Kumar,IN,f,,2014-02-20 00:00:00,c23878b0-e408-4c57-ae8f-344391af66f6,0
9389,,Alexandra,,Collins,IN,f,,2013-03-18 00:00:00,0c1ee1da-f52e-4e9b-a8c7-faa4699e16fc,1
9390,,Brad,,Lal,IN,f,,2014-04-23 00:00:00,99926b59-461e-4a1e-9eb4-fc21978c36c3,0
9391,,Brad,J,Sharma,IN,f,,2011-07-14 00:00:00,44d2e9b7-6e7f-45cf-bbe7-06ee2a48f402,2
9392,,Gilbert,B,Shan,IN,f,,2013-11-18 00:00:00,5e0792e9-961e-4bdb-a9e4-ca889159a775,2
9393,,Brad,H,Shan,IN,f,,2012-01-19 00:00:00,05dcade2-6ff1-4cbd-aac7-e9bb49c1d9a7,1
9394,,Sydney,V,Collins,IN,f,,2012-11-01 00:00:00,a72d61c3-ce5a-40e9-8caf-161be94de20a,0
9395,,Katherine,,Collins,IN,f,,2013-09-16 00:00:00,65578f38-808a-4a3e-93d4-f79f57f9c914,1
9396,,Brad,C,Jai,IN,f,,2013-07-20 00:00:00,66377c6d-8747-40a9-9476-0c6ddfe6091d,1
9397,,Amanda,,Collins,IN,f,,2014-04-25 00:00:00,b6a14266-5da3-449e-bde1-1245a78636ba,1
9398,,Stephanie,,Collins,IN,f,,2012-02-27 00:00:00,b4fb064d-b90f-493a-90b6-79a1caf97200,2
9399,,Brad,K,Oliver,IN,f,,2013-12-25 00:00:00,eda01139-2f80-4fa5-9ce2-5c7c4c857bf2,0
9400,,Hailey,,Collins,IN,f,,2013-08-11 00:00:00,030e202d-1b89-44ca-8a12-4856623bc45a,0
9401,,Maria,M,Collins,IN,f,,2013-12-28 00:00:00,e2c38c12-f6cf-4605-8abe-50f1072eb1f0,0
9402,,Brad,S,Andersen,IN,f,,2013-12-23 00:00:00,d7964d95-9ce0-4fb3-be1b-fc408cbd5054,0
9403,,Gabrielle,,Collins,IN,f,,2014-02-18 00:00:00,14a6796f-7705-41b9-b128-c4d9eda92df5,2
9404,,Brad,E,Raje,IN,f,,2014-01-30 00:00:00,41323ba1-0276-4eee-9ef7-bee9ac728c1c,0
9405,,Joan,,Collins,IN,f,,2013-10-25 00:00:00,16229526-c413-4c6a-9271-5942d429e0b0,1
9406,,Rebecca,M,Collins,IN,f,,2012-08-09 00:00:00,8b7101df-d531-4cc8-bb46-6dc2814807b2,0
9407,,Madeline,M,Collins,IN,f,,2013-07-29 00:00:00,020b8a0c-219b-4b6d-a635-f46731239618,0
9408,,Brad,S,Chande,IN,f,,2013-05-30 00:00:00,99410281-0d37-4376-9382-7d6a88d24c5e,0
9409,,Brad,K,Chander,IN,f,,2013-07-12 00:00:00,b79c3bdd-71b4-4458-acb0-40924db6a266,0
9410,,Mary,E,Collins,IN,f,,2013-12-27 00:00:00,52d10d2e-04aa-4d9d-bf29-d8b822432ff3,0
9411,,Amber,M,Collins,IN,f,,2013-07-22 00:00:00,b86da956-b488-4ff2-9128-9fcf6a1c6a8e,1
9412,,Jenna,G,Collins,IN,f,,2014-05-05 00:00:00,50965b56-eb28-41e3-83e5-eab55763ca28,0
9413,,Brad,G,Nara,IN,f,,2013-09-08 00:00:00,22844a91-f223-4ad6-b2ba-4decb2884557,0
9414,,Jordan,,Collins,IN,f,,2013-11-09 00:00:00,1c5b5482-3da4-4f39-993a-f32540c18326,1
9415,,Sierra,,Collins,IN,f,,2013-07-23 00:00:00,c65daec3-6914-4649-9525-2904bf145119,1
9416,,Brad,S,Rai,IN,f,,2011-11-18 00:00:00,2dedea45-e172-4078-8cdd-3f15fb178f31,0
9417,,Brad,,Nath,IN,f,,2013-10-16 00:00:00,e30d52db-950a-4d3a-9e3c-a971a4b2b089,0
9418,,Bailey,,Collins,IN,f,,2013-10-25 00:00:00,81d7a14d-5252-4147-b4f2-e142d09f2ebf,0
9419,,Gilbert,J,Jai,IN,f,,2014-06-02 00:00:00,205fcfc6-e732-48e7-84be-baec3d633be5,0
9420,,Brad,M,Goel,IN,f,,2013-12-17 00:00:00,7be61166-eb1d-4f76-bd5d-3ba8ccb587dd,0
9421,,Mackenzie,I,Collins,IN,f,,2014-03-03 00:00:00,f9db0844-f03c-4197-9c60-df6aed9a7a0a,0
9422,,Brad,,Beck,IN,f,,2013-08-22 00:00:00,fe69cd69-ae8b-4e79-9376-b34b958ae53c,2
9423,,Gabriella,J,Collins,IN,f,,2012-06-03 00:00:00,e0c87624-b439-486f-b5ac-820dfff38958,0
9424,,Brad,C,Raji,IN,f,,2012-12-05 00:00:00,3f1fe0e3-d9dc-4411-8908-bf6d93ffe6c3,0
9425,,Sara,P,Collins,IN,f,,2013-12-17 00:00:00,6a0ff00b-d65d-4b68-b2d0-2a1200a64deb,2
9426,,Jada,C,Collins,IN,f,,2014-05-18 00:00:00,530cd589-1b71-45d3-bb5d-49caba5b3aff,0
9427,,Brad,,Ashe,IN,f,,2013-05-24 00:00:00,e6511518-11a2-4bbf-b062-79712680c420,1
9428,,Katelyn,D,Collins,IN,f,,2014-05-17 00:00:00,a8dde8f1-a3c4-417e-bbe9-cfda7415e86e,1
9429,,Jaime,D,She,IN,f,,2013-10-12 00:00:00,9c5af22b-9b1e-4a3a-b23e-66db927bb08f,1
9430,,Savannah,,Collins,IN,f,,2013-12-18 00:00:00,90d91fd3-33d2-4d52-b5a1-c9cced2f6a65,0
9431,,Kaylee,M,Collins,IN,f,,2012-09-30 00:00:00,7971137b-a674-4b83-a17f-af7f296e0177,0
9432,,Jaime,R,Deng,IN,f,,2012-09-11 00:00:00,133ea233-da4e-488e-a9c1-c537cbe31ec7,0
9433,,Allison,,Collins,IN,f,,2014-05-04 00:00:00,15531193-b6a9-4588-b5b9-c173f65c564b,1
9434,,Andrea,,Collins,IN,f,,2012-05-08 00:00:00,faaadfca-79b2-42a8-bd32-ec1733f808ed,2
9435,,Jaime,,Shen,IN,f,,2011-08-02 00:00:00,4afed308-dbfb-42b4-b289-23bf1db5a9c4,2
9436,,Jaime,,Xie,IN,f,,2012-01-14 00:00:00,79731319-99f1-4633-b81c-6ab3fe8b76f2,0
9437,,Bailey,J,Stewart,IN,f,,2013-05-20 00:00:00,9ce4c1ad-b7e7-4936-a3b1-46f0d28acae2,1
9438,,Mackenzie,C,Stewart,IN,f,,2013-11-15 00:00:00,230772c4-ac58-44f5-8779-2411ef64bbd8,0
9439,,Jaime,L,Sutton,IN,f,,2011-06-30 00:00:00,8400983f-f326-48c4-aef9-863b349ffa19,2
9440,,Gabriella,,Stewart,IN,f,,2014-05-06 00:00:00,367f7ae6-ed0a-47f4-83e8-fb9007894049,1
9441,,Sara,,Stewart,IN,f,,2013-11-03 00:00:00,232f8592-a2f1-4605-87a1-f6a4594922b8,0
9442,,Janet,R,Stewart,IN,f,,2014-01-03 00:00:00,35ebd35e-f14c-4ec3-8a08-38dbb7243607,1
9443,,Katelyn,K,Stewart,IN,f,,2013-10-17 00:00:00,2636c332-d373-411f-85cc-a28e53ff194f,1
9444,,Gilbert,,Pal,IN,f,,2013-06-23 00:00:00,434b9031-d4eb-44ef-9215-083a118264d2,0
9445,,Jaime,E,Luo,IN,f,,2014-03-11 00:00:00,1b59c95c-c7fd-45d2-8ded-cf5dac10c53b,0
9446,,Savannah,K,Stewart,IN,f,,2013-09-16 00:00:00,d7cda4a1-27f1-4c83-9581-f2dc601a16cd,0
9447,,Kaylee,,Stewart,IN,f,,2013-12-14 00:00:00,2e66b523-a621-4348-9df4-7889d4e13946,2
9448,,Jaime,G,Yuan,IN,f,,2013-03-11 00:00:00,59a13f13-58e9-4a32-bc72-b97a43e96d44,0
9449,,Allison,R,Stewart,IN,f,,2013-08-13 00:00:00,24f2193b-5cbf-45ae-972e-4821c2f36f35,2
9450,,Jaime,O,Kumar,IN,f,,2014-05-12 00:00:00,6f78dca3-28a7-448e-9427-52473da5d236,0
9451,,Andrea,M,Stewart,IN,f,,2012-11-27 00:00:00,452ab66f-560e-43ce-8232-446d7a16b92a,1
9452,,Jaime,,Shan,IN,f,,2014-02-26 00:00:00,f950e00c-7010-4593-96e8-978994c1b385,0
9453,,Catherine,,Stewart,IN,f,,2013-10-09 00:00:00,d23fb764-4d94-4047-ada6-f2dc4ee5768b,0
9454,,Danielle,P,Stewart,IN,f,,2014-01-19 00:00:00,4e2223d7-6a79-4a1b-9d97-f977424afa30,2
9455,,Jaime,M,Jai,IN,f,,2013-07-20 00:00:00,a6a19ffd-0d79-400b-b9b0-6da582895a61,1
9456,,Jaime,,Pal,IN,f,,2013-10-12 00:00:00,fd49dff3-20b9-473a-bfac-2f10c0d65916,0
9457,,Jaime,,Andersen,IN,f,,2014-02-21 00:00:00,0d1659f6-d303-4c84-a6d7-6e658db4a71c,0
9458,,Alexa,D,Stewart,IN,f,,2013-01-30 00:00:00,af0dc128-9909-4418-b620-0e099bb833a7,0
9459,,Christina,R,Stewart,IN,f,,2014-06-22 00:00:00,28082440-2f5b-4953-9c73-3313648b128f,1
9460,,Jaime,B,Raje,IN,f,,2011-11-19 00:00:00,a596e537-418f-433d-b390-41522f73b62a,1
9461,,Gilbert,T,Andersen,IN,f,,2013-04-03 00:00:00,aba64941-95e7-4048-97b3-8c1c2cc9d8d4,0
9462,,Jaime,,Chande,IN,f,,2014-06-17 00:00:00,2752a044-c145-44ca-98d9-ce5892ae60a7,0
9463,,Ariana,,Stewart,IN,f,,2011-07-01 00:00:00,6b9bd462-d6c7-4809-98b7-d59b34a7605f,0
9464,,Caitlin,,Stewart,IN,f,,2014-02-06 00:00:00,6aa623ba-1836-4ae0-bbc0-e69a57106dbe,2
9465,,Michelle,,Stone,IN,f,,2013-11-04 00:00:00,b00e8720-d146-4fc4-a964-df4e42f5201a,0
9466,,Jaime,L,Chander,IN,f,,2013-10-19 00:00:00,8925c66a-7e93-4d38-93eb-9e2acb7b24a1,0
9467,,Brooke,R,Stewart,IN,f,,2012-05-16 00:00:00,30bfea5c-052a-4021-ad75-031aefe55b88,0
9468,,Kimberly,C,Stewart,IN,f,,2013-11-04 00:00:00,f2ae2776-6375-4ea1-8434-e2905d0a9ba1,0
9469,,Makayla,,Stewart,IN,f,,2014-03-04 00:00:00,0425050f-2df8-4bb5-a44c-4cef4afcd556,2
9470,,Shelby,,Stewart,IN,f,,2014-05-25 00:00:00,c77f4ce6-c311-4db1-ada4-38593ba8b058,0
9471,,Jaime,D,Nara,IN,f,,2013-08-22 00:00:00,9c1abd77-8cb5-4499-8023-60269e60be62,1
9472,,Jaime,M,Rai,IN,f,,2014-01-15 00:00:00,7347afa7-b5c4-4591-925a-54e5fad5097f,0
9473,,Erin,R,Stewart,IN,f,,2014-03-17 00:00:00,b871c895-f2d4-4d2d-b85f-5ac7021b9a22,1
9474,,Jade,D,Stewart,IN,f,,2014-02-10 00:00:00,12152a7f-acc2-4d35-8279-e1e0412c2b28,0
9475,,Jaime,,Nath,IN,f,,2011-07-18 00:00:00,c469d05e-def2-4e1b-8193-ab0d0003d2e2,2
9476,,Margaret,C,Stewart,IN,f,,2014-01-07 00:00:00,32d83e14-c9d9-4972-b6ba-9736d225cf8e,0
9477,,Melanie,M,Stewart,IN,f,,2014-06-17 00:00:00,e39b7e67-956e-4259-9bec-e52d262c1d00,0
9478,,Jaime,W,Goel,IN,f,,2014-03-08 00:00:00,4bdf7521-46ef-4536-815c-e806ae8a803d,0
9479,,Alexandria,,Stewart,IN,f,,2014-03-02 00:00:00,0b8813ef-bdd2-4d90-ad5c-436d66d3989c,0
9480,,Angela,,Stewart,IN,f,,2014-02-15 00:00:00,13da894d-da52-4b8c-82f9-327803968a63,0
9481,,Jaime,J,Becker,IN,f,,2013-10-06 00:00:00,41c64319-c751-4b9d-b3b9-d219bc68f3a1,0
9482,,Arianna,,Stewart,IN,f,,2013-11-28 00:00:00,f02fe0b4-af46-469c-b913-e88c01a8a556,0
9483,,Jaime,L,Raji,IN,f,,2013-03-24 00:00:00,7e0f499f-70cc-4a6b-9350-a7f909cf600c,2
9484,,Paige,J,Stewart,IN,f,,2013-12-18 00:00:00,5dd24216-9ed7-4a52-8bde-d6da64bd4012,0
9485,,Jaime,P,Ferrier,IN,f,,2014-02-16 00:00:00,d1d0299c-8386-4e05-8d3d-5fbc9c603c88,0
9486,,Raul,,She,IN,f,,2014-01-17 00:00:00,2958d3b8-ae19-47aa-a172-c28fb941db44,0
9487,,Faith,,Stewart,IN,f,,2012-04-22 00:00:00,7d84c3d1-2214-48c3-888c-f5c7556cb7d0,0
9488,,Don,,Guo,IN,f,,2013-11-27 00:00:00,b122eba5-6677-44f4-9516-d2a0c203be1b,0
9489,,Gilbert,,Raje,IN,f,,2011-07-03 00:00:00,45b6224b-e050-4e2f-8a6b-2c80ad5c1b15,1
9490,,Raul,D,Deng,IN,f,,2012-07-26 00:00:00,2f07c0e4-f9fc-4136-b5ef-e6fa3b249011,0
9491,,Raul,,Shen,IN,f,,2013-12-12 00:00:00,41786a08-1bcf-4341-a392-2fe7ca9560e8,0
9492,,Melissa,,Stewart,IN,f,,2013-11-18 00:00:00,32460a75-4e99-4b90-93de-468ef3e5ad7f,0
9493,,Riley,L,Stewart,IN,f,,2014-05-09 00:00:00,3b83c3c1-5a57-46ab-b305-813c0f03e8ee,0
9494,,Bailey,,Sanchez,IN,f,,2014-04-08 00:00:00,8979bfa2-02cd-4e70-abb4-c397fb5086d8,0
9495,,Mackenzie,,Sanchez,IN,f,,2014-02-04 00:00:00,aa79e4c8-d0b1-4464-ac34-151fd37c367f,2
9496,,Gabriella,G,Sanchez,IN,f,,2013-12-23 00:00:00,dca6445c-2ba7-49a0-b725-324c737145d8,1
9497,,Sara,,Sanchez,IN,f,,2014-05-23 00:00:00,4168ce79-406e-46fd-ba27-0eee503a5fa7,0
9498,,Raul,,Tang,IN,f,,2013-11-30 00:00:00,9e0d5512-bb10-464b-9e46-c446b8db90a7,2
9499,,Jada,,Sanchez,IN,f,,2012-10-29 00:00:00,13a3a556-80d1-458c-b670-761701444836,0
9500,,Katelyn,,Sanchez,IN,f,,2012-02-20 00:00:00,bb903b75-98d8-472f-ba85-ebe749a44d70,0
9501,,Raul,,Xu,IN,f,,2013-11-11 00:00:00,43877fe3-a53f-4cdd-945b-b762417ebe2c,0
9502,,Savannah,,Sanchez,IN,f,,2013-09-27 00:00:00,8d16f2a4-455a-4d8d-8eed-dfd64d81bf12,0
9503,,Raul,Q,Luo,IN,f,,2012-03-05 00:00:00,654f7e4c-d316-490c-8fa3-b0299b48a16c,1
9504,,Kaylee,,Sanchez,IN,f,,2011-09-19 00:00:00,0847931b-01a7-41ba-8045-60be9c0f9a17,1
9505,,Allison,,Sanchez,IN,f,,2013-11-19 00:00:00,f6f47c6c-4831-48b4-98a6-3818bb15052c,1
9506,,Andrea,L,Sanchez,IN,f,,2013-12-05 00:00:00,1012c2de-3505-458b-9e57-9e899c06c5d2,0
9507,,Catherine,,Sanchez,IN,f,,2013-07-23 00:00:00,3b717e9b-659b-4148-af7d-a74df04211ff,0
9508,,Raul,B,Kumar,IN,f,,2013-03-01 00:00:00,3c0f1c2b-5fd2-43ad-b081-9ee882640691,1
9509,,Danielle,,Sanchez,IN,f,,2014-02-12 00:00:00,80e40ba8-31fb-4266-81e4-d573c42ed644,0
9510,,Zoe,S,Sanchez,IN,f,,2013-12-17 00:00:00,d126d79e-394b-491c-89ab-81b99e20d42e,0
9511,,Raul,E,Sharma,IN,f,,2011-06-28 00:00:00,70ac3f1f-8703-43c7-a4a5-e587d6e0fc24,0
9512,,Alexa,J,Sanchez,IN,f,,2013-09-17 00:00:00,0a8367c0-6f82-469e-af9e-bd383e127f24,2
9513,,Raul,L,Shan,IN,f,,2014-05-11 00:00:00,dd4e9a99-642e-4c18-a136-8948773d4179,0
9514,,Christina,S,Sanchez,IN,f,,2013-08-18 00:00:00,3bb7dd62-98c7-46d6-9f96-30df970cfbfc,0
9515,,Ariana,C,Sanchez,IN,f,,2012-03-19 00:00:00,d0c501fe-e6df-43ef-95f4-f0fb406cdca6,0
9516,,Caitlin,M,Sanchez,IN,f,,2014-04-30 00:00:00,d2941082-9698-4ccf-84fc-2258957d2f1d,0
9517,,Raul,,Jai,IN,f,,2013-07-23 00:00:00,d3fe1d3e-c4f8-402c-96d3-370914191814,0
9518,,Michelle,R,Sanchez,IN,f,,2012-11-15 00:00:00,dde959c3-5fea-4413-9405-157c78c118ea,0
9519,,Brooke,,Sanchez,IN,f,,2014-02-25 00:00:00,89005ef2-50e8-4927-84ba-ef1631715896,0
9520,,Kimberly,L,Sanchez,IN,f,,2013-08-02 00:00:00,697ea929-25a7-4acf-a997-4b67e31c5ba6,0
9521,,Raul,L,Raje,IN,f,,2013-10-17 00:00:00,9af29e31-9354-4043-a430-db2e4e0b12f5,2
9522,,Makayla,L,Sanchez,IN,f,,2014-05-27 00:00:00,e5cc9f91-c897-40d8-828f-97ae7bbc0cfe,1
9523,,Raul,L,Chande,IN,f,,2013-07-02 00:00:00,35cc92a6-e7f2-404d-b828-5fef2ffc0b89,1
9524,,Shelby,,Sanchez,IN,f,,2013-11-27 00:00:00,88a1bb33-096e-4284-bdb3-e5491dd1e56a,1
9525,,Trinity,J,Sanchez,IN,f,,2013-04-26 00:00:00,78bfa211-bb13-4446-80c6-6db77b6f58ce,1
9526,,Raul,D,Chander,IN,f,,2012-11-05 00:00:00,395387f8-5fb9-41f2-95c8-bb3772398b60,0
9527,,Erin,,Sanchez,IN,f,,2011-12-17 00:00:00,8806214d-053d-43a1-a7be-8345c7c8c534,1
9528,,Jade,M,Sanchez,IN,f,,2013-07-01 00:00:00,3465527c-8249-4263-b1bc-ebc6084e9926,2
9529,,Raul,T,Nara,IN,f,,2013-03-15 00:00:00,e69fb688-2716-4bc5-bce6-296e52223df4,1
9530,,Mariah,R,Sanchez,IN,f,,2013-07-28 00:00:00,9ec0babb-2e80-4833-9313-85c36ca1a1a2,2
9531,,Melanie,,Sanchez,IN,f,,2011-06-05 00:00:00,84245027-2765-48f1-b55f-06e366bc9ed3,2
9532,,Alexandria,A,Sanchez,IN,f,,2014-02-18 00:00:00,4867263b-36d8-48cc-b287-80ce59265ebf,1
9533,,Raul,R,Rai,IN,f,,2013-03-26 00:00:00,222b2b6d-407e-48f5-b127-7fcde5eb8d07,0
9534,,Angela,C,SÃ¡nchez,IN,f,,2014-04-26 00:00:00,c641a473-9575-4686-9024-c963b7b128a9,1
9535,,Raul,,Nath,IN,f,,2014-05-18 00:00:00,87d692db-7b2a-40ec-9232-7e815648c33a,0
9536,,Natalie,,Roberts,IN,f,,2012-01-13 00:00:00,617dc07c-020d-478a-9e8a-131ca0d36900,0
9537,,Alexandra,,Roberts,IN,f,,2014-01-11 00:00:00,6eb9c0b0-8609-4064-bb44-5ce7dd23ea22,2
9538,,Raul,,Goel,IN,f,,2014-03-15 00:00:00,81bcd9c5-c2a2-4ec3-a2c5-1c1e43948af4,0
9539,,Raul,,Black,IN,f,,2014-03-24 00:00:00,8401c0f8-4cb2-479e-bede-9b5654323809,2
9540,,Sydney,,Roberts,IN,f,,2013-11-09 00:00:00,275d18a4-1f27-4e26-a90d-8dae605ba2b6,0
9541,,Katherine,L,Roberts,IN,f,,2014-02-05 00:00:00,6b3c99ae-93af-4feb-ba9e-7602bba200cd,0
9542,,Amanda,,Roberts,IN,f,,2014-02-09 00:00:00,8eff4181-6c55-4dd5-abef-13cc33f31060,2
9543,,Raul,P,Raji,IN,f,,2013-09-20 00:00:00,6296f587-2b44-4f9c-90ec-012f04dbb118,0
9544,,Stephanie,,Roberts,IN,f,,2014-03-15 00:00:00,59adf718-f3bb-4772-ae15-4049c5db88c1,0
9545,,Hailey,L,Roberts,IN,f,,2013-12-19 00:00:00,97212b5b-ddd5-4761-bc71-c57d12f7477f,0
9546,,Darrell,J,Stone,IN,f,,2013-11-04 00:00:00,8254fbbb-fcb9-4b73-b355-1c056d35c1d7,0
9547,,Darrell,A,Deng,IN,f,,2014-04-17 00:00:00,10fbaa3d-a8da-4ca7-bd54-aa502d8130dc,0
9548,,Maria,,Roberts,IN,f,,2013-06-10 00:00:00,8a077662-183a-4a28-953a-9858fd4f326f,2
9549,,Gabrielle,E,Roberts,IN,f,,2013-09-07 00:00:00,feccf022-358a-4e05-8d3b-1b6850ab7607,2
9550,,Rebecca,,Roberts,IN,f,,2014-02-07 00:00:00,4500e92b-a328-4cd0-b5fa-ed9ef0dea06b,1
9551,,Madeline,,Roberts,IN,f,,2013-10-09 00:00:00,8f04af54-5933-4db1-848b-9f2f9df0327f,0
9552,,Darrell,K,Xie,IN,f,,2014-03-27 00:00:00,36b09a42-f78c-46b7-8bb2-c50c496ff039,1
9553,,Sophia,M,Roberts,IN,f,,2013-03-14 00:00:00,8ae9077d-c2e7-4d05-99a8-bb6cbd2e5140,2
9554,,Mary,S,Roberts,IN,f,,2011-12-27 00:00:00,19aea039-323c-472b-9b0d-03fd68e6d197,0
9555,,Amber,W,Roberts,IN,f,,2013-03-09 00:00:00,9b78c3f4-46d1-4f1e-9288-65cfd3993457,0
9556,,Jenna,T,Roberts,IN,f,,2014-03-30 00:00:00,07afc675-a260-4bba-917a-37b84c1fae4b,0
9557,,Gilbert,O,Nara,IN,f,,2014-04-03 00:00:00,82b6f8d0-385f-4f2c-afed-15eda78a4f18,0
9558,,Darrell,J,Luo,IN,f,,2013-12-01 00:00:00,4b0ef37a-ef68-43dd-9434-632f29dcf8d8,0
9559,,Jordan,M,Roberts,IN,f,,2013-11-17 00:00:00,036f557f-9d5c-4b68-9c3b-c68bb863a51c,0
9560,,Darrell,,Yuan,IN,f,,2013-09-08 00:00:00,bad92d62-6b7b-4f2a-9cb4-97364860edff,2
9561,,Sierra,,Roberts,IN,f,,2012-03-04 00:00:00,b1c0909b-6f9b-49e1-878f-f19fb28c1b7c,0
9562,,Bailey,M,Roberts,IN,f,,2013-11-25 00:00:00,f3068d86-58b5-4e0b-89e3-51d7089da0f9,0
9563,,Darrell,L,Kumar,IN,f,,2013-05-16 00:00:00,d499a079-170e-402e-9919-45dec192e626,2
9564,,Mackenzie,,Roberts,IN,f,,2014-05-18 00:00:00,b883ebd8-96b2-4af2-863e-51dac38b613b,1
9565,,Darrell,,Lal,IN,f,,2013-10-14 00:00:00,ab1cd32f-d667-4513-972a-419d3f180eef,0
9566,,Gabriella,J,Roberts,IN,f,,2012-09-19 00:00:00,f4913142-ee42-4bfa-a0b2-015e85c9cf4d,2
9567,,Sara,D,Roberts,IN,f,,2013-11-03 00:00:00,883940e8-407f-4a9f-95dc-9bb8baa54306,1
9568,,Darrell,J,Shan,IN,f,,2014-03-29 00:00:00,2803277b-ddfa-4f4e-87d2-7c91f82d426b,1
9569,,Jada,J,Roberts,IN,f,,2013-12-22 00:00:00,72b74641-c03e-4795-a1fb-3544ee7a9719,0
9570,,Katelyn,,Roberts,IN,f,,2013-07-28 00:00:00,11a45825-a43b-4c37-ad6f-e514dcfc1405,0
9571,,Darrell,T,Jai,IN,f,,2014-01-11 00:00:00,a67572fc-df8a-4d59-8143-1d5eea3e7d53,1
9572,,Savannah,K,Roberts,IN,f,,2013-09-20 00:00:00,1bf83b1a-56eb-433a-b5ee-4654be369991,0
9573,,Kaylee,G,Roberts,IN,f,,2014-06-01 00:00:00,6787a4e5-1471-48b0-87f3-acb82b07ec4c,0
9574,,Darrell,M,Pal,IN,f,,2013-12-18 00:00:00,7d9b3cd8-54df-44f3-bc3f-5d4fb50ee887,0
9575,,Allison,M,Roberts,IN,f,,2011-10-31 00:00:00,46315577-af7b-4e39-9431-3c382ab86e11,1
9576,,Andrea,A,Roberts,IN,f,,2013-10-14 00:00:00,366c7be9-17f6-4e57-b76d-ec62bc2f22f3,1
9577,,Kristi,L,Hernandez,IN,f,,2014-05-12 00:00:00,4daf1453-b84a-49a2-8e00-ba24aa3d3f4f,0
9578,,Chloe,,Turner,IN,f,,2013-01-11 00:00:00,fc3455a1-ffc8-4572-86a6-db731da0559f,1
9579,,Judith,A,Turner,IN,f,,2013-11-21 00:00:00,a9d5826c-3e2f-4e8e-bc17-d76dcf0d340d,0
9580,,Kristi,,Alvarez,IN,f,,2014-01-18 00:00:00,be7a8ed2-e054-48cf-b598-9c58a211a3eb,2
9581,,Jennifer,,Turner,IN,f,,2013-07-22 00:00:00,c0035d9c-28ae-44f3-8f33-e0002de8d04c,0
9582,,Gilbert,B,Rai,IN,f,,2014-05-23 00:00:00,7ae91278-36a8-44d3-8d48-1139555d9e7f,2
9583,,Kaitlyn,,Turner,IN,f,,2014-04-11 00:00:00,43e00bc9-9c6c-4cd9-9051-b2e7f59e3a1d,0
9584,,Morgan,,Turner,IN,f,,2013-10-18 00:00:00,ab25119a-6e8a-4217-ac89-a0207528310e,0
9585,,Kristi,,Moreno,IN,f,,2012-12-01 00:00:00,8a37ff7c-2b9f-4812-96fe-affce2ffc574,2
9586,,Natalie,,Turner,IN,f,,2014-04-18 00:00:00,06fda150-54d5-4b52-8668-8b698c0ef879,1
9587,,Kristi,,Munoz,IN,f,,2013-06-30 00:00:00,b770f3eb-882d-478c-8895-8791efacfc95,0
9588,,Alexandra,,Turner,IN,f,,2014-03-22 00:00:00,8435e5ad-e98d-4881-809e-9d72229144dd,2
9589,,Kristi,D,Romero,IN,f,,2013-08-18 00:00:00,0159b254-39de-45d9-9d1d-9f1a49713440,0
9590,,Kristi,,Navarro,IN,f,,2014-04-05 00:00:00,b702bcca-1c81-4228-a860-343e5fa34a05,0
9591,,Katherine,,Turner,IN,f,,2014-05-29 00:00:00,d9381650-b110-4f3a-b986-62e8ef3bb6c5,0
9592,,Kristi,,Gutierrez,IN,f,,2013-11-12 00:00:00,f473bb3a-61c7-4a69-9df4-5a012f9e86f6,2
9593,,Kristi,M,Torres,IN,f,,2012-04-28 00:00:00,cb3f3b81-2521-4c3f-8b09-31234eb02e11,0
9594,,Kristi,M,Dominguez,IN,f,,2012-12-16 00:00:00,73c0256a-3f67-4f79-bf31-7473f85123cf,0
9595,,Amanda,L,Turner,IN,f,,2012-07-05 00:00:00,26e56738-c88c-48ae-9e98-1c3e46746412,1
9596,,Kristi,A,Gill,IN,f,,2014-01-11 00:00:00,1e2d108d-c9ee-4074-92e1-34222c5ec40a,2
9597,,Pieter,L,Uittenbogaard,IN,f,,2013-08-18 00:00:00,7fdd13a3-0ce8-4b63-a3cb-2f7d86064a30,0
9598,,Hailey,,Turner,IN,f,,2012-01-17 00:00:00,5002b764-84f9-49d8-b1ff-b53ecba2b3a4,0
9599,,Gilbert,K,Nath,IN,f,,2013-11-26 00:00:00,1a47cae7-da78-4436-9464-ecf1d356a58f,2
9600,,Kristi,,Vazquez,IN,f,,2014-03-23 00:00:00,3e03cb04-ef88-4e5a-930f-c609eec661de,2
9601,,Maria,E,Turner,IN,f,,2014-04-03 00:00:00,6018c006-ae61-4b51-8a08-9d1990ac3e9a,0
9602,,Kristi,,Blanco,IN,f,,2014-02-06 00:00:00,f315a3a1-daca-49ef-8678-262628b65013,0
9603,,Gabrielle,A,Turner,IN,f,,2011-07-12 00:00:00,cc883d9b-d50b-4dc8-abb3-f241c24d4ecb,1
9604,,Kristi,,Serrano,IN,f,,2012-05-01 00:00:00,297fa3ca-db5a-4094-a16e-1695103917c1,0
9605,,Haley,M,Turner,IN,f,,2013-10-29 00:00:00,efd462aa-2e47-4e02-affb-dde8c32f36e5,0
9606,,Kristi,,Ramos,IN,f,,2013-11-05 00:00:00,5543b6e8-04d0-4302-ae27-808ad5e11b9a,1
